ID (TextGridURI),Texts concerned,Commenté en note scientifique dans textGrid / présence de liens Gallica en note scientifique,Checked Alexandra (avant rédaction des notices descriptives),,IDNO,Map of Paris : extract place ; if yes,,Map of Europe and other countries : put an x in the column to exclude the entry from the map,UNIDENTIFIED Put an x if the place is unknown, leave.it.blank if it is known,PlaceName hist FR,PlaceName hist DE,PlaceName current FR,PlaceName current DE,Type,State FR,State DE,Function FR,Function DE,Artist,Date construction destruction FR,Date construction destruction DE,Location geo,"Description (FR)<p></p>
",Description (DE) <p></p>,Description (DE) - Angela Göbel <p></p> OLD Column,,"Description requise [BC]
","Notes d’Hanna Hartmann [AH], Axelle Janiak [AJ] et Cyril Pasquier [CP], Helmut Larhkamp pour Corfey [HL]

AP : EN bleu : garder les informations pour le champ Description ? ","Description requise [BC]
",Bibliographie
textgrid:3q1cz,Sturm,,OK ,,,,,,,,Paris, cabinet du collectionneur Pierre Beauchamps,Paris, Sammlungskabinett von Pierre Beauchamps,domestic,dispersé,aufgelöst,,,,,,,"<p>Le cabinet du danseur et chorégraphe Pierre Beauchamps (1631-1705), rue des Petits-Champs, est connu principalement grâce à une description de Germain Brice, dont on peut déduire qu’il abritait une riche collection, en particulier de peintures et de porcelaines.</p>
<p>Germain Brice, <i>Description nouvelle de la ville de Paris</i>, Paris, N. Legras, 1698, t. II, p. 168..</p>
<p>Antoine Schnapper, <i>Curieux du Grand Siècle. Collections et collectionneurs dans la France du <smc>XVII</smc><sup>e</sup> siècle. 2, Œuvres d’art</i>, Paris, Flammarion, 1994, p. 395-396.</p>
","<p>Das Sammlungskabinett des Tänzers und Choreographen Pierre Beauchamps (1631-1705) in der Rue des Petits-Champs ist hauptsächlich aus der Beschreibung von Germain Brice bekannt. Aus ihr lässt sich auf einen umfangreichen Bestand insbesondere an Gemälden und Porzellanen schließen.</p>
<p>Brice, Germain: Description nouvelle de la ville de Paris. Paris, N. Legras, 1698. Bd. 2, S. 168.</p>
<p>Schnapper, Antoine: Curieux du Grand Siècle. Collections et collectionneurs dans la France du <smc>XVII</smc><sup>e</sup> siècle. 2, Œuvres d’art. Paris, Flammarion, 1994. S. 395f.</p>
",,,"
<p>« Le cabinet de Beauchamp. On trouvera dans ce cabinet des choses d’une excellente beauté ; mais les tableaux en font la principale partie, qui sont la plupart des plus fameux maîtres d’Italie […] », cf. Germain Brice, Description nouvelle de la ville de Paris, Paris, 1698, page 168. Brice consacre en tout deux pages au cabinet du maître de danse. En revanche, dans l’édition de 1706, il ne semble pas parler de la maison de Beauchamp (mort en 1705) dans les pages consacrées au quartier autour de la rue des Petits-Champs, cf. Germain Brice, Description nouvelle de la ville de Paris, Paris, 1706, tome I, pages 208-270.</p> [AH]

Description (en suspens, il manque la source): <p>Cabinet du maître de danse Pierre Beauchamps (1631?-1705) situé dans la rue des Petits-Champs. Il s’y installe en 1697 après avoir quitté son logement de la rue Bailleul.</p>
<p>Das Cabinet des Tanzmeisters Pierre Beauchamps (1631?-1705), der fälschlicherweise Charles-Louis genannt wurde, befand sich in der Rue des Petits-Champs. Er ließ sich dort 1697 nieder, nachdem er seine Unterkunft in der Rue Bailleul verlassen hatte.</p>",x,,
textgrid:3qkr1,Sturm,,OK,,,,,,,,Paris, cabinet du collectionneur Claude-Nicolas Boucot,Paris, Sammlungskabinett von Claude-Nicolas Boucot,domestic,dispersé,aufgelöst,,,,,,,"<p>Le cabinet du garde-rôle des offices de France Claude-Nicolas Boucot (?-1699), situé dans le Quartier latin, est connu principalement grâce à une description de Germain Brice dont on peut déduire qu’il abritait une riche collection d’estampes, d’objets de curiosité et d’instruments scientifiques.</p>
<p>Germain Brice, <i>Description nouvelle de la ville de Paris</i>, Paris, N. Legras, 1698, t. II, p. 98-99.</p>
<p>Antoine Schnapper, <i>Curieux du Grand Siècle. Collections et collectionneurs dans la France du <smc>XVII</smc><sup>e</sup> siècle. 2, Œuvres d’art</i>, Paris, Flammarion, 1994, p. 250.</p>
","<p>Das Sammlungskabinett des Schriftführers der Offiziersmatrikel von Frankreich (Garde des rôles des offices de France) Claude-Nicolas Boucot (?-1699) im Pariser Quartier latin ist hauptsächlich aus der Beschreibung von Germain Brice bekannt. Aus ihr lässt sich auf einen umfangreichen Bestand insbesondere an Druckgrafiken schließen, neben zahlreichen naturkundlichen Kuriositäten und Instrumenten.</p>
<p>Brice, Germain: Description nouvelle de la ville de Paris. Paris, N. Legras, 1698. Bd. 2, S. 98f.</p>
<p>Schnapper, Antoine: Curieux du Grand Siècle. Collections et collectionneurs dans la France du <smc>XVII</smc><sup>e</sup> siècle. 2, Œuvres d’art. Paris, Flammarion, 1994. S. 250.</p>
",,,"<p>« Le cabinet de Boucot garderôle des Offices de France qui est composé de tout ce qui peut satisfaire la curiosité la plus avide et la plus étendue. On y voit non seulement une grande quantité de livres […] Une machine d’optique qui représente, ou qui fait voir toutes les vues différentes de Versailles […] mais rien ne satisfera davantage que la civilité et la manière obligeante avec laquelle les curieux sont reçus dans ce lieu, qui ne seront pas moins charmés de la courtoisie du maître de ce riche cabinet […] », cf. Germain Brice, Description nouvelle de la ville de Paris, Paris, 1698, tome II, pages 98-99.</p> [AH]


AP : infos sur Claude-Nicolas Boucot : http://beta.biblissima.fr/ark:/43093/pdata44c33701e24c8e621c793dc26426568b2f99f651 

<p>Cabinet de curiosités situé rue Saint-Jacques appartenant à Claude-Nicolas Boucot (16..-1699).</p>
<p>Das Cabinet de curiosités von Claude-Nicolas Boucot (16..-1699) befand sich in der Rue Saint-Jacques.</p>",x,,
textgrid:3pff6,Sturm,,OK,,,,,x,hôtel Picard ; hôtel Le Blanc,Hôtel Picard; Hôtel Le Blanc,Paris, maison de M. Berthelot,Paris, Maison de M. Berthelot,domestic,détruit,zerstört,hôtel particulier,Hôtel particulier,,milieu du <smc>XIX</smc><sup>e</sup> siècle : destruction,Mitte 19. Jh.: Zerstörung,48.868623, 2.348219,<p>Germain Brice, <i>Description nouvelle de la ville de Paris</i>,, N. Legras,1698, t. 1, p. 223. <a>https://archive.org/details/bub_gb_QvBAAAAAcAAJ/page/n237/mode/2up</a></p>
textgrid:3q198,Corfey,,OK ,,,x,,,,,Paris, maison de Charles Du Bois-Guérin,Paris, Maison de Charles Du Bois-Guérin,domestic,conservé,erhalten,hôtel particulier,Hôtel particulier,,,,48.868786, 2.340042,"<p>Charles du Bois-Guérin, contrôleur de la Maison de Madame la Dauphine, possédait un hôtel particulier rue Vivienne à Paris. Dans la cour il y exposait notamment une statue de Louis Lecomte représentant Louis XIV vêtu à la romaine et foulant à ses pieds l’Hérésie.</p>
<p>Gérard Sabatier, « “Le portrait de César, c’est César”. Lieux et mise en scène du portrait du roi dans la France de Louis XIV », dans Thomas Gaehtgens et Nicole Hochner (dir.), <i>L’image du roi de François I<sup>er</sup> à Louis XIV</i>, Paris, Éd. de la Maison des sciences de l’homme, 2006, p. 226.</p>","<p>Charles du Bois-Guérin, als Contrôleur de la Maison de Madame la Dauphine mit der Finanzaufsicht über den Haushalt der Frau des Thronfolgers betraut, besaß ein Hôtel particulier in der Rue Vivienne in Paris. In dessen Hof ließ er eine von Louis Lecomte angefertigte Statue aufstellen, die Ludwig XIV. als römischen Feldherrn zeigt, wie er die Personifikation der Häresie niedertritt.</p>
<p>Sabatier, Gérard: „‚Le portrait de César, c’est César‘. Lieux et mise en scène du portrait du roi dans la France de Louis XIV.“ In: Gaehtgens, Thomas; Hochner, Nicole (Hrsg.): L’image du roi de François I<sup>er</sup> à Louis XIV. Paris, Éd. de la Maison des sciences de l’homme, 2006. S. 226.</p>",,x,,,
textgrid:3pff7,Sturm,,OK ,,https://www.wikidata.org/wiki/Q3145721,x,,,hôtel Bouchera ; hôtel Boucherat ; hôtel du Grand Veneur,Hôtel Bouchera; Hôtel Boucherat; Hôtel du Grand Veneur,Paris, hôtel d’Ecquevilly,Paris, Hôtel d’Ecquevilly,domestic,conservé,erhalten,hôtel particulier ; couvent de franciscaines de 1823 à 1901 ; entrepôt de 1901 à 1985 ; immeuble de rapport,Hôtel particulier; Franziskanerinnenkloster von 1823 bis 1901; Lager von 1901 bis 1985; Mietshaus,<Villedo, Michel (https://viaf.org/viaf/59355613)>; <Beausire, Jean-Baptiste de (https://viaf.org/viaf/95843343)>,1636 : début des travaux ; 1646 : fin des travaux ; 1700, 1735 : modifications,1636: Baubeginn; 1646: Bauende; 1700, 1735: Umbauphasen,, 2.364839,"<p>L’hôtel d’Ecquevilly est construit de 1638 à 1640 par le maître-maçon et promoteur Michel Villedo. Il s’agit de l’hôtel que Claude de Guénégaud, trésorier de l’épargne, a acquis en 1646. Le décor est en partie dû à Eustache Le Sueur. En 1686, le chancelier de France Louis Boucherat achète cet hôtel après la mort de Claude de Guénégaud. Il fait réaménager l’hôtel et demande à André Le Nôtre de dessiner le jardin. Le bâtiment est acheté en 1733 par le marquis d’Ecquevilly, capitaine de la vénerie du roi, d’où son nom d’hôtel du Grand Veneur.</p>
<p>Alexandre Gady, <i>Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque</i>, Paris, Parigramme, 2008, p. 310.</p>","<p>Das Hôtel d’Ecquevilly wurde 1638 bis 1640 vom Maurermeister und Bauunternehmer Michel Villedo erbaut und 1646 vom Schatzmeister des königlichen Hauses (Trésorier de l’Épargne), Claude de Guénégaud, erworben. Die Ausmalungen lieferte zum Teil Eustache Le Sueur. Nach dem Tod von Claude de Guénégaud kaufte Louis Boucherat, Chancelier de France, 1686 das Hôtel. Er ließ das Stadtpalais neu ausstatten und beauftragte André Le Nôtre, den Garten zu entwerfen. 1733 wurde das Anwesen vom Markgrafen von Ecquevilly, Capitaine de la Vénerie du Roi, erworben, wodurch es den Namen „Hôtel du Grand Veneur“ (Stadtpalais des Großjägermeisters) erhielt.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 310.</p>","<p>Das Hôtel d’Ecquevilly wurde zwischen 1638 und 1640 von dem Architekt Michel Villedo erbaut und 1646 von Claude de Guénégaud, Trésorier de l’Épargne erworben. Die Ausmalungen werden teilweise der Hand von Eustache Le Sueur zugeschrieben. Nach dem Tod von Claude de Guénégaud kaufte es 1686 der Kanzler von Frankreich, Louis Boucherat, der das Hôtel erneuern ließ und André Le Nôtre damit beauftragte, den Garten zu entwerfen. 1733 wurde es von dem Marquis d’Ecqueville, Capitaine de la Vénerie du Roi, erworben, wodurch es den Namen ""Hôtel du Grand Veneur"" erhielt.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 310.</p>"
textgrid:3pff8,Harrach, Sturm,,,"Full line checked [AG]
MM (17/06): checked, descr. retouchée",https://www.wikidata.org/wiki/Q3145802,,,,hôtel de Bouillon ; hôtel de La Bazinière,Hôtel de Bouillon; Hôtel de La Bazinière,Paris, hôtel de Chimay,Paris, Hôtel de Chimay,domestic,conservé,erhalten,hôtel particulier ; École des beaux-arts depuis 1883,Hôtel particulier; École des Beaux-Arts seit 1883,<Mansart, François (psn:textgrid:3pgbq)>; <Le Brun, Charles (psn:textgrid:3pg6d)>; <Le Nôtre, André (psn:textgrid:3pgch)>,1653 : début des travaux ; 1658 : fin des travaux ; 1741-1744 : modifications,1653: Baubeginn; 1658: Bauende; 1741-1744: Umbauphasen,, 2.334161,"<p>L’hôtel de Chimay, anciennement hôtel de la Bazinière, est construit en 1635 pour le conseiller et trésorier de l’Épargne du roi Macé Bertrand. Son fils entreprend des travaux d’embellissement de 1653 à 1658 confiés à l’architecte François Mansart. L’intérieur comprenait une décoration peinte dont le plafond d’un cabinet par Charles Le Brun représentant <i>Pandore née à l’Olympe par Vulcain</i>. L’hôtel devient successivement hôtel de Bouillon (1681), hôtel de la Pagerie (1808) puis hôtel de Chimay (1852). Acquis à la fin du <smc>XIX</smc><sup>e</sup> siècle par l’État, il accueille encore aujourd’hui l’École nationale supérieure des beaux-arts (ENSBA).</p>
<p>Alexandre Gady, <i>Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque</i>, Paris, Parigramme, 2008, p. 311.</p>
<p>Le décor du plafond du cabinet est évoqué par Sturm.</p> 
","<p>Das Hôtel de Chimay, vormals Hôtel de la Bazinière, wurde 1635 für den Conseiller und Trésorier de l’Épargne du Roi, Macé Bertrand, erbaut. Sein Sohn beauftragte den Architekten François Mansart mit Umbauten, die zwischen 1653 und 1658 ausgeführt wurden. Zur Ausstattung der Innenräume gehörte ein von Charles Le Brun ausgeführtes Deckengemälde in einem der Kabinette, das die <i>Erschaffung der Pandora durch Vulkan</i> darstellte. Das Stadtpalais trug verschiedene Namen: Hôtel de Bouillon (1681), Hôtel de la Pagerie (1808) und schließlich Hôtel de Chimay (1852). Ende des 19. Jh.s wurde es vom französischen Staat erworben und beherbergt heute Teile der École nationale supérieure des Beaux-Arts (ENSBA).</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 311.</p>
<p>Die Deckengestaltung des Cabinets wird von Sturm erwähnt</p>","<p>Das Hôtel de Chimay, vormals Hôtel de la Bazinière, wurde 1635 für den Berater und Trésorier de l’Épargne du Roi, Macé Bertrand, erbaut. Sein Sohn unternahm zwischen 1653 und 1658 Umbauten durch den Architekt François Mansart. Das Interieur bestand aus einer gemalten Ausstattung, darunter ein Cabinet von Charles Le Brun, das die Entführung Pandoras durch Vulcanus zeigt. Aus dem Hôtel wurde nacheinenader das Hôtel de Bouillon (1681), das Hôtel de la Pagerie (1808) und schließlich das Hôtel de Chimay (1852). Am Ende des 19. Jh.s wurde es vom französischen Staat erworben und beherbergt heute die École Nationale Supérieure des Beaux-Arts (ENSBA).</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 311.</p>
<p>Die Deckengestaltung des Cabinets wird von Sturm erwähnt</p>"
textgrid:3qknt,Sturm,,OK,,https://www.wikidata.org/wiki/Q3145859,x,,,,,Paris, hôtel de Guénégaud des Brosses,Paris, Hôtel de Guénégaud des Brosses,domestic,conservé,erhalten,hôtel particulier,Hôtel particulier,<Mansart, François (psn:textgrid:3pgbq)>,1648 : début des travaux ; 1653 : fin des travaux,1648: Baubeginn; 1653: Bauende,48.861251, 2.358594,"<p>L’hôtel de Guénégaud est construit entre 1651 et 1653 par François Mansart pour le maître des comptes Jean-François Guénégaud des Brosses. Restauré à partir de 1963, l’hôtel accueille depuis 1967 le musée de la Chasse et de la Nature.</p>
<p>Alexandre Gady, <i>Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque</i>, Paris, Parigramme, 2008, p. 311.</p>",,"<p>Das Hôtel de Guénégaud wurde zwischen 1651 und 1653 von François Mansart für den Maître des Comptes, Jean-François Guénégaud des Brosses, gebaut. Nach Restaurierungen ab 1963 befindet sich dort seit 1967 das Musée de la Chasse et de la Nature.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle époque. Paris, Parigramme, 2008. S. 311.</p>",x,<p>Il s’agit probablement de l’hôtel de Guénégaud des Brosses de François Mansart, puisque Brice en parle juste après le couvent de la Merci : « Dans la rue du Grand-Chantier où se trouvent les choses dont on vient de parler
textgrid:3qkqc,Sturm,,OK,,,x,,,,,Paris, hôtel à l’ancien n° 27 de la rue Saint-Dominique,Paris, Hôtel in der ehemaligen Nr. 27 der Rue Saint-Dominique,domestic,détruit,zerstört,hôtel particulier,Hôtel particulier,<Le Duc, Gabriel (psn:textgrid:3q1mm)>,après 1671 : construction ; après 1866 : destruction,nach 1671: Errichtung; nach 1866: Zerstörung,48.858896, 2.320584,"<p>Cet hôtel, construit après 1671 par l’architecte Gabriel Le Duc, se trouvait au n°27 de la rue Saint-Dominique. Il a disparu au moment du percement du boulevard Saint-Germain.</p>
<p>Bruno Pons (dir.), <i>Le faubourg Saint-Germain : la rue Saint-Dominique. Hôtels et amateurs</i>, Paris, Délégation à l’action artistique de la Ville de Paris, 1984, p. 51.</p>",,"<p>Das nach 1671 von dem Architekt Gabriel Le Duc errichtete Hôtel befand sich in der Nr. 27 der Rue Saint-Dominique, bevor es beim Durchbruch des Boulevards Saint-Germain zerstört wurde.</p>
<p>Pons, Bruno (Hrsg.): Le faubourg Saint-Germain: la rue Saint-Dominique. Hôtels et amateurs. Paris, Délégation à l’action artistique de la Ville de Paris, 1984. S. 51.</p>",x,<p>Cet hôtel, construit après 1671
textgrid:3ph2r,Harrach,,OK,,https://www.wikidata.org/wiki/Q3377026,x,,,Garde-meuble de la Couronne,Garde-Meuble de la Couronne,Paris, hôtel du Petit-Bourbon,Paris, Hôtel du Petit-Bourbon,public,détruit,zerstört,hôtel particulier ; Garde-Meuble de la Couronne,Hôtel particulier; Garde-Meuble de la Couronne,,<smc>XIV</smc><sup>e</sup> siècle : début des travaux; 1660 : destruction partielle ; 1758 : destruction complète,14. Jh.: Baubeginn; 1660: teilweise zerstört; 1758: vollständig zerstört,48.859500, 2.339700,"<p>L’hôtel du Petit-Bourbon est construit à la fin du <smc>XIV</smc><sup>e</sup> siècle pour le duc Louis II de Bourbon. Aux <smc>XVI</smc><sup>e</sup> et <smc>XVII</smc><sup>e</sup> siècles, la Grande Salle accueille un théâtre qui est détruit en 1660. Cependant, sa fonction principale jusqu’en 1758 sera d’accueillir le Garde-Meuble royal, c’est-à-dire les collections d’objets et d’œuvres d’art destinés à orner les maisons du roi.</p>
<p>Stéphane Castelluccio, <i>Le Garde-Meuble de la Couronne et ses intendants du <smc>XVI</smc><sup>e</sup> au <smc>XVIII</smc><sup>e</sup> siècle</i>, Paris, Éd. du CTHS, 2004, p. 191-194.</p>","<p>Das Hôtel du Petit-Bourbon wurde Ende des 14. Jh.s für den Herzog Louis II. von Bourbon errichtet. Während des 16. und 17. Jh.s bot die Grande Salle Platz für alle möglichen festlichen Aufführungen; sie wurde allerdings 1660 zerstört. Bis 1758 diente das Gebäude als Garde-Meuble royal: Hier wurden alle Möbel und Kunstobjekte verwahrt, die zur Ausstattung der königlichen Schlösser dienten.</p>
<p>Castelluccio, Stéphane: Le Garde-Meuble de la Couronne et ses intendants du XVI<sup>e</sup> au XVIII<sup>e</sup> siècle. Paris, Éd. du CTHS, 2004. S. 191-194.</p>",,x,,x,
textgrid:3pff9,Pitzler, Sturm,,,"Full line checked [AG]
Selon Alexandre Gady l'hôtel est détruit entre 1840 et 1866. Seuls des vestiges du portique sont encore en place[BC]
MM (17/06): checked, descr. retouchée",https://www.wikidata.org/wiki/Q3145767,,,,,,Paris, hôtel de Bretonvilliers,Paris, Hôtel de Bretonvilliers,domestic,détruit,zerstört,hôtel particulier ; bureau et imprimerie de la Ferme générale de 1719 à 1789,Hôtel particulier; Büro und Druckerei der Ferme générale von 1719 bis 1789,<Du Cerceau, Jean Androuet (https://viaf.org/viaf/313568392)>; <Le Muet, Pierre (psn:textgrid:3pgcc)>; <Bourdon, Sébastien (psn:textgrid:3pg66)>,1637 : début des travaux ; 1642 : fin des travaux ; fin <smc>XVIII</smc><sup>e</sup> siècle : modifications ; 1840-1866 : destruction,1637: Baubeginn; 1642: Bauende; Ende 18. Jh.: Umbauphase; 1840-1866: Zerstörung,, 2.359001,"<p>L’hôtel de Bretonvilliers fut construit de 1637 à 1642 par l’architecte Jean Androuet du Cerceau pour Claude Le Ragois de Bretonvilliers, alors secrétaire au Conseil du roi Louis XIII. L’hôtel comprenait un décor intérieur peint par Simon Vouet, ainsi qu’une galerie sur le thème mythologique de Phaéton par Sébastien Bourdon. L’édifice fut détruit entre 1840 et 1866 pour permettre la construction du pont de Sully.</p>
<p>Alexandre Gady, <i>Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque</i>, Paris, Parigramme, 2008, p. 307.</p>","<p>Das Hôtel de Bretonvilliers wurde 1637 bis 1642 von dem Architekten Jean Androuet du Cerceau für den königlichen Ratssekretär Ludwigs XIII. (Secrétaire au Conseil du Roi), Claude Le Ragois de Bretonvilliers, erbaut. Die Innenausmalung stammte von Simon Vouet, umfasste aber auch eine Galerie mit Darstellungen des Mythos des Phaethon von Sébastien Bourdon. Das Stadtpalais wurde zwischen 1840 und 1866 für den Bau des Pont de Sully zerstört.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 307.</p>","<p>Das Hôtel de Bretonvilliers wurde zwischen 1637 und 1642 von dem Architekt Jean Androuet du Cerceau für Claude La Ragois de Bretonvilliers, Sekretär im Conseil du Roi Ludwigs XIII., erbaut. Die Ausmalungen des Hôtels waren von Simon Vouet, sowie die Ausmalungen der Galerie zum mythologischen Thema von Phaethon von Sébastien Bourdon. Das Hôtel wurde zwischen 1840 und 1866 für den Bau des Pont de Sully zerstört.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris au Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 307.</p>"
textgrid:3pffb,Sturm,,OK,,,x,,,,,Paris, hôtel de Bullion,Paris, Hôtel de Bullion,domestic,détruit,zerstört,hôtel particulier,Hôtel particulier,<Brosse, Salomon de (psn:textgrid:3pg6b)>; <Du Ry, Charles (https://viaf.org/viaf/28297202)>; <Vouet, Simon (psn:textgrid:3pgfv)>,1600 : construction ; 1614, 1634 : modifications,1600: Errichtung; 1614,,48.864644, 2.342556,"<p>L’hôtel de Bullion est construit entre 1600 et 1610 par l’architecte Antoine Baudouin. Lorsque Claude de Bullion fait l’acquisition de l’hôtel en 1613, il confie à l’architecte Salomon de Brosse d’importants travaux. En 1634, l’architecte Charles du Ry ajoute deux galeries qui seront décorées par les peintres Simon Vouet (cycle sur l’histoire d’Ulysse) et Jacques Blanchard (les douze mois). L’hôtel est largement remanié au <smc>XVIII</smc><sup>e</sup> siècle pour devenir une salle des ventes, puis sera en grande partie détruit au siècle suivant.</p>
<p>Alexandre Gady, <i>Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque</i>, Paris, Parigramme, 2008, p. 308.</p>
<p>Le décor des deux galeries est évoqué par Sturm.</p>
","<p>Das später so genannte Hôtel de Bullion wurde zwischen 1600 und 1610 von dem Architekten Antoine Baudouin errichtet. Als Claude de Bullion 1613 das Stadtpalais erwarb, ließ er durch den Architekten Salomon de Brosse umfangreiche Umbauarbeiten durchführen. 1634 fügte der Architekt Charles du Ry zwei Galerien hinzu, die von Simon Vouet (Zyklus zur Geschichte des Odysseus) und von Jacques Blanchard (Darstellungen der Zwölf Monate) ausgemalt wurden. Im 18. Jh. diente das grundlegend veränderte Stadtpalais als Auktionssaal; schließlich wurde es im folgenden Jahrhundert größtenteils zerstört.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 308.</p> 
<p>Die Ausstattung der beiden Galerien wird von Sturm erwähnt.</p>"
